Shop_ID,Shopname,Tag,Googlemap_link,District,State,State_code,Latitude,Longitude,Instagram_link,Facebook_link,Twitter_link,Tiktok_link,Whatsapp_link,Date Collected,Time Collected
bon-bon-cafe,Bon Bon Cafe,"Muslim Friendly,  Night Owl","https://www.google.com/maps/search/?api=1&query=3.1411606,101.7101895&query_place_id=ChIJe0-u5HE3zDERzvUmvkREx74",Kuala Lumpur,Kuala Lumpur,14,3.1411606,101.7101895,https://www.instagram.com/bon.boncafe,,,https://www.tiktok.com/@bon.boncafe,https://wa.me/60137773500,20-03-2024,03:36:07
poffee-hoffee-bread-cafe,Poffee Hoffee Bread & Cafe,"Muslim Friendly,  Home","https://www.google.com/maps/search/?api=1&query=3.2384844,101.6980127&query_place_id=ChIJG6kCrANHzDERMtJuF_FT0IA",Batu Caves,Selangor,10,3.2384844,101.6980127,https://www.instagram.com/poffee_hoffee,https://www.facebook.com/profile.php?id=100064169645845,,https://www.tiktok.com/@poffeehoffee,https://wa.me/+60176230380,20-03-2024,03:36:07
vintage-1988,Vintage 1988,,"https://www.google.com/maps/search/?api=1&query=3.1428528,101.6985539&query_place_id=ChIJtdxBfe1JzDERBfEXbL58DqY",Kuala Lumpur,Kuala Lumpur,14,3.1428528,101.6985539,https://www.instagram.com/v88_chinatown,,,,,20-03-2024,03:36:07
dangau-langkawi,Dangau Langkawi,,"https://www.google.com/maps/search/?api=1&query=6.342234200000001,99.7833387&query_place_id=ChIJNb0dpBl5TDARUXGr4SRzw3w",Langkawi,Kedah,2,6.342234200000001,99.7833387,https://www.instagram.com/dangau_langkawi,,,,,20-03-2024,03:36:07
weknah-caffeine,Weknah Caffeine,"Muslim Owner,  Night Owl,  Home","https://www.google.com/maps/search/?api=1&query=1.8807691,102.9768095&query_place_id=ChIJX7g-pBJR0DERVPyd4GuaEyY",Batu Pahat,Johor,1,1.8807691,102.9768095,https://www.instagram.com/weknahcaffeine,,,,https://wa.me/60177338684,20-03-2024,03:36:07
jarodcafe,JARODCAFE,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=5.340069499999999,100.4579637&query_place_id=ChIJ1StlWqDLSjARGSa9n3JMInA",Bukit Mertajam,Pulau Pinang,7,5.340069499999999,100.4579637,https://www.instagram.com/jarodcafe,https://www.facebook.com/arodcafe.penang,,https://www.tiktok.com/@jarodcafe,https://wa.me/60146071966,20-03-2024,03:36:07
bakolab-coffee,Bakolab Coffee,Stall,"https://www.google.com/maps/search/?api=1&query=2.9073012,101.8663368&query_place_id=ChIJTd8ImSnPzTERhuEb4i4bgtk",Semenyih,Selangor,10,2.9073012,101.8663368,https://www.instagram.com/bakolabmy,,,,,20-03-2024,03:36:07
shake-bake,Shake & Bake,Tourism Malaysia,"https://www.google.com/maps/search/?api=1&query=4.5908088,101.0935448&query_place_id=ChIJA3Ol0VztyjER46y7iF9lUww",Ipoh,Perak,8,4.5908088,101.0935448,https://www.instagram.com/shakenbake.cafe,,,,https://wa.me/60174083833,20-03-2024,03:36:07
rumah-kupi-kangar,Rumah Kupi,Tourism Malaysia,"https://www.google.com/maps/search/?api=1&query=6.4743577,100.2597832&query_place_id=ChIJe5u0FFq9TDARSmS30UDlLZA",Kangar,Perlis,9,6.4743577,100.2597832,https://www.instagram.com/_rumahkupi,,,,https://wa.me/601162434476,20-03-2024,03:36:07
koppiku,Koppiku,"Stall,  Early Bird","https://www.google.com/maps/search/?api=1&query=3.1659712,101.652381&query_place_id=ChIJLSlloZRJzDERbVXMlLpx4ww",Kuala Lumpur,Kuala Lumpur,14,3.1659712,101.652381,https://www.instagram.com/koppiku.my,,,,,20-03-2024,03:36:07
wownana,Wownana,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=3.1139669,101.6271951&query_place_id=ChIJ5TfSktxJzDERO6vC0lh-Tlk",Petaling Jaya,Selangor,10,3.1139669,101.6271951,https://www.instagram.com/wownana.co,,,,,20-03-2024,03:36:07
yasumi-coffee,Yasumi Coffee,,"https://www.google.com/maps/search/?api=1&query=3.0994633,101.6247134&query_place_id=ChIJqYqhVtpLzDER1YMEngsvwoI",Petaling Jaya,Selangor,10,3.0994633,101.6247134,https://www.instagram.com/yasumi_coffee,,,,,20-03-2024,03:36:07
kek-dan-kopi,Kek dan Kopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.9430116,101.5407417&query_place_id=ChIJ2_XCAdOxzTERiQip4MKv8YQ",Telok Panglima Garang,Selangor,10,2.9430116,101.5407417,https://www.instagram.com/kekdankopi,,,,,20-03-2024,03:36:07
terbit,Terbit,"Muslim Owner,  Home,  Early Bird","https://www.google.com/maps/search/?api=1&query=1.5079307,103.757255&query_place_id=ChIJndLQsyZt2jERW02oMJozsV4",Johor Bahru,Johor,1,1.5079307,103.757255,https://www.instagram.com/terbit_____,,,,,20-03-2024,03:36:07
naw-coffee-co-cafe,NAW Coffee & Co. Cafe,"Muslim Owner,  Home","https://www.google.com/maps/search/?api=1&query=1.6693859,103.6375744&query_place_id=ChIJBZK7W2572jER_tJmPc9pNoY",Kulai,Johor,1,1.6693859,103.6375744,https://www.instagram.com/nawcoffeenco,https://www.facebook.com/profile.php?id=100093911221165,,,https://wa.me/60197739560,20-03-2024,03:36:07
sa-tu-kopi-brew,Sa-Tu Kopi & Brew,"Muslim Owner,  Night Owl,  Stall","https://www.google.com/maps/?q=2.7301818724126874,101.98536006420518",Seremban,Negeri Sembilan,5,2.7301818724126874,101.98536006420518,https://www.instagram.com/sa_tukopibrew,,,,https://wa.me/60126490767,20-03-2024,03:36:07
melry-coffee,Melry Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.2021075,101.6883691&query_place_id=ChIJV171g7hHzDER2cgHqnXsrX4",Kuala Lumpur,Kuala Lumpur,14,3.2021075,101.6883691,https://www.instagram.com/melry.coffee,,,,https://wa.me/601154182523,20-03-2024,03:36:07
shark-coffee,Shark Coffee,"Muslim Owner,  Night Owl,  Stall","https://www.google.com/maps/search/?api=1&query=5.515605,100.5474889&query_place_id=ChIJOyfiZKTTSjARCdDor0vUr28",Padang Serai,Kedah,2,5.515605,100.5474889,https://www.instagram.com/sharkcoffee.ps,,,,https://wa.me/601129542874,20-03-2024,03:36:07
malaqa-coffeehouse-pangkin,Malaqa Coffeehouse,Night Owl,"https://www.google.com/maps/?q=2.311362,102.318552",Durian Tunggal,Melaka,4,2.311362,102.318552,https://www.instagram.com/malaqacoffeehouse,https://www.facebook.com/malaqacoffeehouse,,https://www.tiktok.com/malaqacoffee,https://wa.me/60176171673,20-03-2024,03:36:07
ta-oyen-cafe,Ta'Oyen Cafe,"Muslim Owner,  Night Owl,  Home","https://www.google.com/maps/search/?api=1&query=6.4590542,100.1771134&query_place_id=ChIJAXsDex-ZTDARL2M54uIUoYM",Kangar,Perlis,9,6.4590542,100.1771134,https://www.instagram.com/ta_oyen,,,https://www.tiktok.com/@taoyencafe,https://wa.me/60174650069,20-03-2024,03:36:07
atma-coffee,Atma Coffee,,"https://www.google.com/maps/search/?api=1&query=3.1321463,101.6296378&query_place_id=ChIJyxwR769JzDERVDW_D0jZgps",Kuala Lumpur,Kuala Lumpur,14,3.1321463,101.6296378,https://www.instagram.com/atmacoffeetheroastery,,,https://www.tiktok.com/@atmacoffeetheroastery,,20-03-2024,03:36:07
time-teapot-terrace,Tim's Teapot Terrace,,"https://www.google.com/maps/search/?api=1&query=3.2103902,101.7520338&query_place_id=ChIJ7TaVjko4zDERSIzNXlQEAGI",Kuala Lumpur,Selangor,10,3.2103902,101.7520338,https://www.instagram.com/timsteapotterrace,,,,,20-03-2024,03:36:07
the-cranky-beans,The Cranky Beans,,"https://www.google.com/maps/search/?api=1&query=3.210114,101.7517716&query_place_id=ChIJ078Nt3s5zDERqNcUOtjqVSU",Ampang,Kuala Lumpur,14,3.210114,101.7517716,https://www.instagram.com/crankybeans,,,,,20-03-2024,03:36:07
khatulistiwah,Khatulistiwah,,"https://www.google.com/maps/search/?api=1&query=3.2098493,101.7515857&query_place_id=ChIJWabIWTU4zDERx7IaCFJSyCg",Kuala Lumpur,Kuala Lumpur,14,3.2098493,101.7515857,https://www.instagram.com/khatulistiwah,,,,,20-03-2024,03:36:07
bad-cafe,BAD Cafe,,"https://www.google.com/maps/search/?api=1&query=3.2118068,101.7509186&query_place_id=ChIJy4AGvlE5zDERavvTrWzofuM",Kuala Lumpur,Kuala Lumpur,14,3.2118068,101.7509186,https://www.instagram.com/b.a.d_cafe,,,,,20-03-2024,03:36:07
mak-o-mak-cafe,Mak o Mak Cafe,,"https://www.google.com/maps/search/?api=1&query=3.2110724,101.7503638&query_place_id=ChIJUxkGHfc5zDER1HvJK64Js3g",Kuala Lumpur,Selangor,10,3.2110724,101.7503638,https://www.instagram.com/makomakcafe,,,,,20-03-2024,03:36:07
kupi-kahfi,Kupi Kahfi,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=6.5123783,100.2383187&query_place_id=ChIJrxOAUaqXTDAR3CTuyXxa7PM",Kangar,Perlis,9,6.5123783,100.2383187,,,,,https://wa.me/60192627756,20-03-2024,03:36:07
kaely-specialty-coffee,Kaely Specialty Coffee,,"https://www.google.com/maps/search/?api=1&query=3.213229,101.7550779&query_place_id=ChIJQ46FD-M5zDERXGQ_MHQgc4s",Ampang,Selangor,10,3.213229,101.7550779,https://www.instagram.com/kaely.my,,,,,20-03-2024,03:36:07
cik-jr-cafe,Cik Jr. Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.7850189,101.7768382&query_place_id=ChIJ7cW5hBTBzTERiWJMoIF1_cw",Nilai,Negeri Sembilan,5,2.7850189,101.7768382,https://www.instagram.com/cikjr.cafe,,,,,20-03-2024,03:36:07
atameme,Atameme,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.7479968,101.7669072&query_place_id=ChIJRcBjRUXBzTERCIf9iuU9Acs",Bandar Baru Enstek,Negeri Sembilan,5,2.7479968,101.7669072,https://www.instagram.com/atamemecafee,,,,,20-03-2024,03:36:07
early-sip,Early Sip,"Muslim Owner,  Stall","https://www.google.com/maps/search/?api=1&query=3.5699979,101.4344694&query_place_id=ChIJRSyJo7t7zDERAQUh93Oir0w",Kuala Kubu Baru,Selangor,10,3.5699979,101.4344694,https://www.instagram.com/early.sip,,,https://www.tiktok.com/@early.sip,https://wa.me/60173293816,20-03-2024,03:36:07
luho-coffee,Luho Coffee,,"https://www.google.com/maps/search/?api=1&query=3.1053475,101.4671212&query_place_id=ChIJzZvig9BTzDERHKbGOALrLsM",Shah Alam,Selangor,10,3.1053475,101.4671212,https://www.instagram.com/luho.coffee,,,,,20-03-2024,03:36:07
kopi-kamboh,Kopi Kamboh,"Muslim Friendly,  Stall","https://www.google.com/maps/search/?api=1&query=3.3203951,101.8642302&query_place_id=ChIJxc4Ey3I9zDERfQO60OiBRQA",Bentong,Pahang,6,3.3203951,101.8642302,https://www.instagram.com/kopikamboh,,,,https://wa.me/60182483784,20-03-2024,03:36:07
black-bean-coffee,Black Bean Coffee,"Muslim Friendly,  Tourism Malaysia","https://www.google.com/maps/search/?api=1&query=1.5278355,110.3855498&query_place_id=ChIJpbAUdvum-zERpw60SkKNZK8",Kuching,Sarawak,13,1.5278355,110.3855498,,https://www.facebook.com/blackbeancoffeetabuandesa,,,,20-03-2024,03:36:07
cendol-kopi,Cendol & Kopi,"Muslim Owner,  Stall","https://www.google.com/maps/search/?api=1&query=2.748868,101.9480666&query_place_id=ChIJGxzahrDdzTEREnz9uRaJCNk",Seremban,Negeri Sembilan,5,2.748868,101.9480666,https://www.instagram.com/cendoldankopi,,,,,20-03-2024,03:36:07
between-strangers,Between Strangers,,"https://www.google.com/maps/search/?api=1&query=3.1008388,101.6335939&query_place_id=ChIJF4wmImZLzDERiQxXJ8uHXcQ",Petaling Jaya,Selangor,10,3.1008388,101.6335939,https://www.instagram.com/between.strangers,,,,,20-03-2024,03:36:07
galau-coffee,Galau Coffee,"Muslim Friendly,  Stall","https://www.google.com/maps/search/?api=1&query=3.204522,101.4802556&query_place_id=ChIJYaK8zIdbzDER3Qf0XLtT87s",Sungai Buloh,Selangor,10,3.204522,101.4802556,https://www.instagram.com/galau.coffee,,,,,20-03-2024,03:36:07
jilid-enam,Jilid Enam,,"https://www.google.com/maps/search/?api=1&query=3.0832225,101.5078598&query_place_id=ChIJ-dbMulNTzDER6wWmMprH2Zc",Shah Alam,Selangor,10,3.0832225,101.5078598,https://www.instagram.com/jilid_enam,,,,https://wa.me/60136458160,20-03-2024,03:36:07
mizumizu-coffee,Mizumizu Coffee,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=5.983048999999999,116.0768365&query_place_id=ChIJS-XbhF5pOzIReSjltHuUQfQ",Kota Kinabalu,Sabah,12,5.983048999999999,116.0768365,https://www.instagram.com/mizumizu.coffee,https://www.facebook.com/mizumizu.coffee,,https://www.tiktok.com/@mizumizucoffee,,20-03-2024,03:36:07
fade-by-sb,Fade by SB,,"https://www.google.com/maps/search/?api=1&query=3.0996875,101.6438807&query_place_id=ChIJXVAyQCqLKIMRmXTeioOSGAU",Petaling Jaya,Selangor,10,3.0996875,101.6438807,https://www.instagram.com/fadebysb,,,,,20-03-2024,03:36:07
kopi-kaki-seremban2,Kopi Kaki,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=2.6930692,101.9034877&query_place_id=ChIJebOeqPbnzTERSoXyKFO5Nsg",Seremban,Negeri Sembilan,5,2.6930692,101.9034877,https://www.instagram.com/kopikaki_,,,,,20-03-2024,03:36:07
kopi-kaki-ampangan,Kopi Kaki,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=2.5852794,102.1003551&query_place_id=ChIJzUFwCQ0JzjERn5KWbSgTBEc",Rembau,Negeri Sembilan,5,2.5852794,102.1003551,https://www.instagram.com/kopikaki_,,,,,20-03-2024,03:36:07
w-coffee,W Coffee,"Muslim Owner,  Stall","https://www.google.com/maps/search/?api=1&query=1.5468124,103.7109795&query_place_id=ChIJnZhmYBly2jER9fGY91YYmMI",Skudai,Johor,1,1.5468124,103.7109795,https://www.instagram.com/w.coffee.my,,,,https://wa.me/60137904981,20-03-2024,03:36:07
kopi-blok,Kopi Blok,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=2.9421556,101.6115239&query_place_id=ChIJkfhS2uexzTER_a54L8NrpPc",Puchong,Selangor,10,2.9421556,101.6115239,https://www.instagram.com/kopi_blok,,,https://www.tiktok.com/@kopiblok2021,https://wa.me/601128332437,20-03-2024,03:36:07
kiosk-cafe-ami,Kiosk Cafe Ami,"Muslim Owner,  Home","https://www.google.com/maps/search/?api=1&query=3.8418625,101.8917094&query_place_id=ChIJscdx0V_lyzER1oTRXB2cwyY",Raub,Pahang,6,3.8418625,101.8917094,https://www.instagram.com/kioskcafeami,https://www.facebook.com/kioskcafeami,,https://www.tiktok.com/@kioskcafeami,https://wa.me/601137558379,20-03-2024,03:36:07
secangkir,Secangkir,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.1156294,100.3688719&query_place_id=ChIJV4-8DCRFSzARDNReiqyHkFI",Alor Setar,Kedah,2,6.1156294,100.3688719,https://www.instagram.com/secangkir.dapurpadang,,,,https://wa.me/60125877796,20-03-2024,03:36:07
gibi-coffee-kuala-ketil,GIBI Coffee,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=5.606271,100.640354&query_place_id=ChIJm2kUwp8rtTERS2QIoZiNXCs",Kuala Ketil,Kedah,2,5.606271,100.640354,https://www.instagram.com/gibi.kk,https://www.facebook.com/profile.php?id=100088066263009,,https://www.tiktok.com/@gibi.my,https://wa.me/60134711711,20-03-2024,03:36:07
james-gordon-coffee,James Gordon Coffee,"Muslim Owner,  Night Owl,  Mobile","https://www.google.com/maps/?q=3.215843,101.722882",Kuala Lumpur,Kuala Lumpur,14,3.215843,101.722882,https://www.instagram.com/jamesgordoncoffee,,,https://www.tiktok.com/@jamesgordoncoffee,https://wa.me/60137701157,20-03-2024,03:36:07
yan-beach-cafe,Yan Beach Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.2556961,103.1822678&query_place_id=ChIJERFvOquVtzERhcStp07Mc5I",Marang,Terengganu,11,5.2556961,103.1822678,https://www.instagram.com/yanbeachcafe,https://www.facebook.com/profile.php?id=61550191525028,,,https://wa.me/60139215424,20-03-2024,03:36:07
kopi-siput,Kopi Siput,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=2.1500531,102.7267445&query_place_id=ChIJ9WaKV87L0TER0IY9VJVgUN0",Pagoh,Johor,1,2.1500531,102.7267445,https://www.instagram.com/siputcoffee_co,,,,https://wa.me/601157535109,20-03-2024,03:36:07
6oz-coffee,6oz Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.2158695,102.2702191&query_place_id=ChIJK7WJR4bv0TERYLjD_MXvcfo",Melaka,Melaka,4,2.2158695,102.2702191,https://www.instagram.com/6oz_coffees,,,https://www.tiktok.com/@6oz.coffee,https://wa.me/60123743007,20-03-2024,03:36:07
flint-coffee-roastery,Flint Coffee & Roastery,,"https://www.google.com/maps/search/?api=1&query=3.1572325,101.6106614&query_place_id=ChIJlSCJy-RPzDERNp0sKP0C8FY",Petaling Jaya,Selangor,10,3.1572325,101.6106614,https://www.instagram.com/flint.kl,,,,,20-03-2024,03:36:07
carlos-coffee,Carlos Coffee,"Muslim Owner,  Early Bird","https://www.google.com/maps/search/?api=1&query=3.8078444,103.3212645&query_place_id=ChIJXQZZluu7yDER8YsL2Lg7Qdg",Kuantan,Pahang,6,3.8078444,103.3212645,https://www.instagram.com/carloscoffee.ktn,https://www.facebook.com/carloscoffee,,https://www.tiktok.com/@carloscoffee.ktn,https://wa.me/60176225768,20-03-2024,03:36:07
kupi-ging-cafe,Kupi Ging Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0187201,101.5365797&query_place_id=ChIJn5UlbSuzzTERwX8naNR7Dfw",Shah Alam,Selangor,10,3.0187201,101.5365797,https://www.instagram.com/kupiging,https://www.facebook.com/kupiging,,,https://wa.me/60108312387,20-03-2024,03:36:07
heetam-coffee,Heetam Coffee,"Muslim Owner,  Early Bird","https://www.google.com/maps/search/?api=1&query=3.2367886,101.6946682&query_place_id=ChIJhWtYmdZHzDERJ109avNSBoU",Batu Caves,Selangor,10,3.2367886,101.6946682,https://www.instagram.com/heetamcoffee,,,,,20-03-2024,03:36:07
terkohv,TerKohv,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=2.2038922,102.2496263&query_place_id=ChIJRaNehuzx0TERcbFUVN16aTk",Melaka,Melaka,4,2.2038922,102.2496263,https://www.instagram.com/terkohv,,,https://www.tiktok.com/naimhassanxx,https://wa.me/60102435357,20-03-2024,03:36:07
the-hogeh-coffee-ppd,The Hogeh Coffee,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=4.2378824,103.3910752&query_place_id=ChIJ6fo8QyyHyDERE4wM9Diqebg",Kemaman,Terengganu,11,4.2378824,103.3910752,https://www.instagram.com/hogehcoffee,,,,https://wa.me/60137171788,20-03-2024,03:36:07
the-cafe-by-country-bread,The Cafe by Country Bread,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=3.1083994,101.4386243&query_place_id=ChIJjTK09z5TzDER26aKOtDvv88",Klang,Selangor,10,3.1083994,101.4386243,https://www.instagram.com/thecafebycountrybread,,,,https://wa.me/60124449259,20-03-2024,03:36:07
kawa-coffee,Kawa Coffee,,"https://www.google.com/maps/search/?api=1&query=4.392903,113.9815988&query_place_id=ChIJHdojsExJHzIRT-UbK2xiqmA",Miri,Sarawak,13,4.392903,113.9815988,https://www.instagram.com/kawacoffeeofficial,,,,,20-03-2024,03:36:07
kopi-republik,Kopi Republik,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=2.2032707,102.2487966&query_place_id=ChIJZRDSgNvx0TERo2t1HS_XlkE",Melaka,Melaka,4,2.2032707,102.2487966,https://www.instagram.com/kopirepublikhq,https://www.facebook.com/kopirepublikhq,,https://www.tiktok.com/@kopirepublik,https://wa.me/60126345356,20-03-2024,03:36:07
mika-coffee,MIKA COFFEE,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.1267596,102.24716&query_place_id=ChIJg2eg92CvtjERE7EzoCXR2wo",Kota Bharu,Kelantan,3,6.1267596,102.24716,https://www.instagram.com/mikacoffee.co,,,https://www.tiktok.com/@mikacoffee.co,https://wa.me/60179054910,20-03-2024,03:36:07
kopitok,KOPITOK,"Muslim Owner,  Early Bird","https://www.google.com/maps/search/?api=1&query=6.4279858,100.1961053&query_place_id=ChIJWZJEI6WZTDARiBsE0iYSx34",Kangar,Perlis,9,6.4279858,100.1961053,https://www.instagram.com/kopitok,https://www.facebook.com/kopitokmalaysia,https://www.twitter.com/kopitokmalaysia,https://www.tiktok.com/@kopitokmalaysia,https://wa.me/601156639093,20-03-2024,03:36:07
terrase-haus-coffee,Terrase Haus Coffee,Night Owl,"https://www.google.com/maps/?q=3.858361,103.255719",Kuantan,Pahang,6,3.858361,103.255719,https://www.instagram.com/terrasehaus,https://www.facebook.com/profile.php?id=100095617838436,,,,20-03-2024,03:36:07
mountbatten-cafe,Mountbatten Cafe,,"https://www.google.com/maps/search/?api=1&query=3.1482738,101.6976402&query_place_id=ChIJ8eRF_cNJzDERXTfmvp6q6TE",Kuala Lumpur,Kuala Lumpur,14,3.1482738,101.6976402,https://www.instagram.com/mountbattenkl,,,,https://wa.me/60320223013,20-03-2024,03:36:07
top-view-cafe,Top View Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.9462366,100.7866534&query_place_id=ChIJz-ZPjxHItDERHKofmJuB6SA",Sik,Kedah,2,5.9462366,100.7866534,https://www.instagram.com/topview.cafe,,,,,20-03-2024,03:36:07
Rawr,Rawr,,"https://www.google.com/maps/search/?api=1&query=3.156822,101.6941221&query_place_id=ChIJ8YUOv8lJzDERi28OUMWmOtg",Kuala Lumpur,Kuala Lumpur,14,3.156822,101.6941221,https://www.instagram.com/rawrcoffee_,,,,,20-03-2024,03:36:07
kapihappys-melaka,Kapihappys,"Muslim Friendly,  Home","https://www.google.com/maps/search/?api=1&query=2.1997783,102.2458145&query_place_id=ChIJZT6TozDx0TERiBG-GDuXYrE",Melaka,Melaka,4,2.1997783,102.2458145,https://www.instagram.com/kapihappys,https://www.facebook.com/kapihappys,https://www.twitter.com/kapihappys,https://www.tiktok.com/@kapihappys,https://wa.me/60193306300,20-03-2024,03:36:07
coffeepac,CoffeePac,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.748868,101.9480666&query_place_id=ChIJGxzahrDdzTEREnz9uRaJCNk",Seremban,Negeri Sembilan,5,2.748868,101.9480666,https://www.instagram.com/coffeepac.hq,,,,https://wa.me/60172418083,20-03-2024,03:36:07
label-hetam-coffee,Label Hetam Coffee,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=4.0196824,101.9752901&query_place_id=ChIJ46iYEendyzERt3YHxRSJ7VA",Benta,Pahang,6,4.0196824,101.9752901,https://www.instagram.com/label.hetam_,,,,https://wa.me/60129299080,20-03-2024,03:36:07
coffee-beam-cafe,Coffee Beam Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.4087567,101.5922995&query_place_id=ChIJZ_cfoGNpzDERnZ4xnYHQlfM",Rawang,Selangor,10,3.4087567,101.5922995,https://www.instagram.com/coffeebeam.cafe,,,https://www.tiktok.com/@coffeebeam_barista,https://wa.me/60136198087,20-03-2024,03:36:07
sip-melaka,SIP,"Muslim Owner,  Night Owl,  Stall","https://www.google.com/maps/search/?api=1&query=2.9149992,101.6691228&query_place_id=ChIJ7_1enZS3zTERAD--9tYRHcc",Cyberjaya,Selangor,10,2.9149992,101.6691228,https://www.instagram.com/my.sip,https://www.facebook.com/Sip.Popup,,https://www.tiktok.com/@sip.my,https://wa.me/60126344773,20-03-2024,03:36:07
aico-cafe,Aico Cafe,,"https://www.google.com/maps/search/?api=1&query=3.1594575,101.7003425&query_place_id=ChIJZaxusGdJzDERIRxi7w4IL6Y",Kuala Lumpur,Kuala Lumpur,14,3.1594575,101.7003425,https://www.instagram.com/aicocafe,,,,,20-03-2024,03:36:07
jing-si-books-and-cafe,Jing-Si Books and Cafe,,"https://www.google.com/maps/search/?api=1&query=1.5550812,110.3562096&query_place_id=ChIJSfvVScCn-zERZx6juaBtyJY",Kuching,Sarawak,13,1.5550812,110.3562096,https://www.instagram.com/bookmark.kch_cafe,https://www.facebook.com/cafe.restaurant.kch,,,,20-03-2024,03:36:07
caffeinated,caffeinated.,"Muslim Owner,  Night Owl,  Stall","https://www.google.com/maps/search/?api=1&query=4.6540007,103.4223468&query_place_id=ChIJ18lcNJoNyDERpbpxfRO9ZYE",Paka,Terengganu,11,4.6540007,103.4223468,https://www.instagram.com/caffeinated.drink,,,,https://wa.me/60177143534,20-03-2024,03:36:07
moonshine-bakehouse,Moonshine Bakehouse,,"https://www.google.com/maps/search/?api=1&query=5.444285799999999,100.3228182&query_place_id=ChIJyesYuOTDSjARHKRie4WWats",George Town,Pulau Pinang,7,5.444285799999999,100.3228182,https://www.instagram.com/moonshine_bakehouse,,,,,20-03-2024,03:36:07
st-presso-coffee,St.Presso Coffee,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=5.3222222,100.2827778&query_place_id=ChIJWQHqtWzASjARqM8tb7Mc3T0",Bayan Lepas,Pulau Pinang,7,5.3222222,100.2827778,https://www.instagram.com/stpressocoffee,https://www.facebook.com/stpressocoffee,,,https://wa.me/60164823568,20-03-2024,03:36:07
sugar-honey-bites-cafe,Sugar Honey Bites Cafe,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=2.944173,101.5282651&query_place_id=ChIJzQXMwmuxzTEROYqeCLs3VmE",Telok Panglima Garang,Selangor,10,2.944173,101.5282651,https://www.instagram.com/sugarhoneybitescafe,,,https://www.tiktok.com/@sugarhoneybitescafe,https://wa.me/60108814669,20-03-2024,03:36:07
wildtrak-kopi-serdang-station,Wildtrak Kopi,"Muslim Owner,  Home,  Early Bird","https://www.google.com/maps/search/?api=1&query=3.0321887,101.7044344&query_place_id=ChIJrxNhQ1q1zTERf85b-zz2tDg",Seri Kembangan,Selangor,10,3.0321887,101.7044344,https://www.instagram.com/wildtrak_kopi_serdangstation,https://www.facebook.com/wildtrakkopiserdangstation,,https://www.tiktok.com/@wildtrakkopiserdang,https://wa.me/60183224193,20-03-2024,03:36:07
filokopi,Filokopi,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=5.3857078,100.4044842&query_place_id=ChIJe-hzWp_HSjARtikMzXSl8B4",Perai,Pulau Pinang,7,5.3857078,100.4044842,https://www.instagram.com/_filokopi,https://www.facebook.com/profile.php?id=100093830071140,,,,20-03-2024,03:36:07
wonders-cafe,Wonders Cafe,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=3.1140054,101.6401911&query_place_id=ChIJA_GfPRZJzDERjzsaT8ELKsI",Petaling Jaya,Selangor,10,3.1140054,101.6401911,https://www.instagram.com/wonders_cafe_my,https://www.facebook.com/wonderscafemy,,,,20-03-2024,03:36:07
asof-coffee,ASOF Coffee,,"https://www.google.com/maps/search/?api=1&query=3.1382845,101.6287755&query_place_id=ChIJPTwmTD5JzDERSzZLU5Tjkx0",Kuala Lumpur,Kuala Lumpur,14,3.1382845,101.6287755,https://www.instagram.com/themeatstore.ttdi,,,,,20-03-2024,03:36:07
